user,repo,fun_exported
teunbrand,ggh4x,StripThemed
teunbrand,ggh4x,at_panel
teunbrand,ggh4x,center_limits
teunbrand,ggh4x,coord_axes_inside
teunbrand,ggh4x,distribute_args
teunbrand,ggh4x,elem_list_rect
teunbrand,ggh4x,elem_list_text
teunbrand,ggh4x,element_part_rect
teunbrand,ggh4x,facet_grid2
teunbrand,ggh4x,facet_manual
teunbrand,ggh4x,facet_nested
teunbrand,ggh4x,facet_nested_wrap
teunbrand,ggh4x,facet_wrap2
teunbrand,ggh4x,facetted_pos_scales
teunbrand,ggh4x,force_panelsizes
teunbrand,ggh4x,geom_box
teunbrand,ggh4x,geom_outline_point
teunbrand,ggh4x,geom_pointpath
teunbrand,ggh4x,geom_polygonraster
teunbrand,ggh4x,geom_rectmargin
teunbrand,ggh4x,geom_text_aimed
teunbrand,ggh4x,geom_tilemargin
teunbrand,ggh4x,ggsubset
teunbrand,ggh4x,guide_axis_color
teunbrand,ggh4x,guide_axis_colour
teunbrand,ggh4x,guide_axis_manual
teunbrand,ggh4x,guide_axis_minor
teunbrand,ggh4x,guide_axis_nested
teunbrand,ggh4x,guide_axis_scalebar
teunbrand,ggh4x,guide_axis_truncated
teunbrand,ggh4x,guide_dendro
teunbrand,ggh4x,guide_stringlegend
teunbrand,ggh4x,help_secondary
teunbrand,ggh4x,position_disjoint_ranges
teunbrand,ggh4x,position_lineartrans
teunbrand,ggh4x,scale_colour_multi
teunbrand,ggh4x,scale_fill_multi
teunbrand,ggh4x,scale_listed
teunbrand,ggh4x,scale_x_dendrogram
teunbrand,ggh4x,scale_x_facet
teunbrand,ggh4x,scale_x_manual
teunbrand,ggh4x,scale_y_dendrogram
teunbrand,ggh4x,scale_y_facet
teunbrand,ggh4x,scale_y_manual
teunbrand,ggh4x,sep_discrete
teunbrand,ggh4x,stat_centroid
teunbrand,ggh4x,stat_difference
teunbrand,ggh4x,stat_funxy
teunbrand,ggh4x,stat_midpoint
teunbrand,ggh4x,stat_rle
teunbrand,ggh4x,stat_rollingkernel
teunbrand,ggh4x,stat_theodensity
teunbrand,ggh4x,strip_nested
teunbrand,ggh4x,strip_split
teunbrand,ggh4x,strip_themed
teunbrand,ggh4x,strip_vanilla
teunbrand,ggh4x,weave_factors
teunbrand,ggarrow,GeomArrow
teunbrand,ggarrow,GeomArrowChain
teunbrand,ggarrow,GeomArrowCurve
teunbrand,ggarrow,GeomArrowSegment
teunbrand,ggarrow,annotate_arrow
teunbrand,ggarrow,arrow_cup
teunbrand,ggarrow,arrow_fins_feather
teunbrand,ggarrow,arrow_fins_line
teunbrand,ggarrow,arrow_fins_minimal
teunbrand,ggarrow,arrow_head_line
teunbrand,ggarrow,arrow_head_minimal
teunbrand,ggarrow,arrow_head_wings
teunbrand,ggarrow,debug_notching
teunbrand,ggarrow,draw_key_arrow
teunbrand,ggarrow,element_arrow
teunbrand,ggarrow,geom_arrow
teunbrand,ggarrow,geom_arrow_chain
teunbrand,ggarrow,geom_arrow_curve
teunbrand,ggarrow,geom_arrow_segment
teunbrand,ggarrow,grob_arrow
teunbrand,ggarrow,grob_arrow_curve
teunbrand,ggarrow,scale_arrow_fins_continuous
teunbrand,ggarrow,scale_arrow_fins_discrete
teunbrand,ggarrow,scale_arrow_head_continuous
teunbrand,ggarrow,scale_arrow_head_discrete
teunbrand,ggarrow,scale_arrow_mid_continuous
teunbrand,ggarrow,scale_arrow_mid_discrete
teunbrand,ggarrow,scale_resect_continuous
teunbrand,ggarrow,scale_resect_discrete
teunbrand,ggarrow,whirlpool
teunbrand,legendry,Compose
teunbrand,legendry,ComposeCrux
teunbrand,legendry,ComposeOntop
teunbrand,legendry,ComposeSandwich
teunbrand,legendry,ComposeStack
teunbrand,legendry,GizmoBarcap
teunbrand,legendry,GizmoDensity
teunbrand,legendry,GizmoGrob
teunbrand,legendry,GizmoHistogram
teunbrand,legendry,GizmoStepcap
teunbrand,legendry,GuideColring
teunbrand,legendry,GuideLegendBase
teunbrand,legendry,GuideLegendGroup
teunbrand,legendry,PrimitiveBox
teunbrand,legendry,PrimitiveBracket
teunbrand,legendry,PrimitiveFence
teunbrand,legendry,PrimitiveLabels
teunbrand,legendry,PrimitiveLine
teunbrand,legendry,PrimitiveSpacer
teunbrand,legendry,PrimitiveTicks
teunbrand,legendry,PrimitiveTitle
teunbrand,legendry,bracket_atan
teunbrand,legendry,bracket_chevron
teunbrand,legendry,bracket_curvy
teunbrand,legendry,bracket_line
teunbrand,legendry,bracket_round
teunbrand,legendry,bracket_sigmoid
teunbrand,legendry,bracket_square
teunbrand,legendry,cap_arch
teunbrand,legendry,cap_none
teunbrand,legendry,cap_ogee
teunbrand,legendry,cap_round
teunbrand,legendry,cap_triangle
teunbrand,legendry,compose_crux
teunbrand,legendry,compose_ontop
teunbrand,legendry,compose_sandwich
teunbrand,legendry,compose_stack
teunbrand,legendry,gizmo_barcap
teunbrand,legendry,gizmo_density
teunbrand,legendry,gizmo_grob
teunbrand,legendry,gizmo_histogram
teunbrand,legendry,gizmo_stepcap
teunbrand,legendry,guide_axis_base
teunbrand,legendry,guide_axis_nested
teunbrand,legendry,guide_colbar
teunbrand,legendry,guide_colring
teunbrand,legendry,guide_colsteps
teunbrand,legendry,guide_legend_base
teunbrand,legendry,guide_legend_cross
teunbrand,legendry,guide_legend_group
teunbrand,legendry,key_auto
teunbrand,legendry,key_bins
teunbrand,legendry,key_group_lut
teunbrand,legendry,key_group_split
teunbrand,legendry,key_log
teunbrand,legendry,key_manual
teunbrand,legendry,key_map
teunbrand,legendry,key_minor
teunbrand,legendry,key_none
teunbrand,legendry,key_range_auto
teunbrand,legendry,key_range_manual
teunbrand,legendry,key_range_map
teunbrand,legendry,key_sequence
teunbrand,legendry,new_compose
teunbrand,legendry,primitive_box
teunbrand,legendry,primitive_bracket
teunbrand,legendry,primitive_fence
teunbrand,legendry,primitive_labels
teunbrand,legendry,primitive_line
teunbrand,legendry,primitive_spacer
teunbrand,legendry,primitive_ticks
teunbrand,legendry,primitive_title
teunbrand,legendry,theme_guide
LCBC-UiO,ggseg,GeomBrain
LCBC-UiO,ggseg,as_brain_atlas
LCBC-UiO,ggseg,as_ggseg_atlas
LCBC-UiO,ggseg,brain_atlas
LCBC-UiO,ggseg,brain_join
LCBC-UiO,ggseg,brain_labels
LCBC-UiO,ggseg,brain_pal
LCBC-UiO,ggseg,brain_pals_info
LCBC-UiO,ggseg,brain_regions
LCBC-UiO,ggseg,geom_brain
LCBC-UiO,ggseg,ggseg
LCBC-UiO,ggseg,ggseg_atlas
LCBC-UiO,ggseg,is_brain_atlas
LCBC-UiO,ggseg,is_ggseg_atlas
LCBC-UiO,ggseg,position_brain
LCBC-UiO,ggseg,read_atlas_files
LCBC-UiO,ggseg,read_freesurfer_stats
LCBC-UiO,ggseg,read_freesurfer_table
LCBC-UiO,ggseg,reposition_brain
LCBC-UiO,ggseg,scale_brain
LCBC-UiO,ggseg,scale_brain2
LCBC-UiO,ggseg,scale_color_brain
LCBC-UiO,ggseg,scale_color_brain2
LCBC-UiO,ggseg,scale_colour_brain
LCBC-UiO,ggseg,scale_colour_brain2
LCBC-UiO,ggseg,scale_continous_brain
LCBC-UiO,ggseg,scale_fill_brain
LCBC-UiO,ggseg,scale_fill_brain2
LCBC-UiO,ggseg,scale_labs_brain
LCBC-UiO,ggseg,scale_x_brain
LCBC-UiO,ggseg,scale_y_brain
LCBC-UiO,ggseg,theme_brain
LCBC-UiO,ggseg,theme_brain2
LCBC-UiO,ggseg,theme_custombrain
LCBC-UiO,ggseg,theme_darkbrain
XiaoLuo-boy,ggheatmap,ggheatmap
XiaoLuo-boy,ggheatmap,ggheatmap_plotlist
XiaoLuo-boy,ggheatmap,ggheatmap_theme
easystats,see,add_plot_attributes
easystats,see,bluebrown_colors
easystats,see,coord_radar
easystats,see,data_plot
easystats,see,flat_colors
easystats,see,geom_binomdensity
easystats,see,geom_count2
easystats,see,geom_count_borderless
easystats,see,geom_from_list
easystats,see,geom_jitter2
easystats,see,geom_jitter_borderless
easystats,see,geom_point2
easystats,see,geom_point_borderless
easystats,see,geom_pointrange2
easystats,see,geom_pointrange_borderless
easystats,see,geom_pooljitter
easystats,see,geom_poolpoint
easystats,see,geom_violindot
easystats,see,geom_violinhalf
easystats,see,geoms_from_list
easystats,see,golden_ratio
easystats,see,material_colors
easystats,see,metro_colors
easystats,see,oi_colors
easystats,see,okabeito_colors
easystats,see,palette_bluebrown
easystats,see,palette_colorhex
easystats,see,palette_flat
easystats,see,palette_material
easystats,see,palette_metro
easystats,see,palette_oi
easystats,see,palette_okabeito
easystats,see,palette_pizza
easystats,see,palette_see
easystats,see,palette_social
easystats,see,pizza_colors
easystats,see,plots
easystats,see,scale_color_bluebrown
easystats,see,scale_color_bluebrown_c
easystats,see,scale_color_bluebrown_d
easystats,see,scale_color_colorhex
easystats,see,scale_color_colorhex_c
easystats,see,scale_color_colorhex_d
easystats,see,scale_color_flat
easystats,see,scale_color_flat_c
easystats,see,scale_color_flat_d
easystats,see,scale_color_material
easystats,see,scale_color_material_c
easystats,see,scale_color_material_d
easystats,see,scale_color_metro
easystats,see,scale_color_metro_c
easystats,see,scale_color_metro_d
easystats,see,scale_color_oi
easystats,see,scale_color_okabeito
easystats,see,scale_color_pizza
easystats,see,scale_color_pizza_c
easystats,see,scale_color_pizza_d
easystats,see,scale_color_see
easystats,see,scale_color_see_c
easystats,see,scale_color_see_d
easystats,see,scale_color_social
easystats,see,scale_color_social_c
easystats,see,scale_color_social_d
easystats,see,scale_colour_bluebrown
easystats,see,scale_colour_bluebrown_c
easystats,see,scale_colour_bluebrown_d
easystats,see,scale_colour_colorhex
easystats,see,scale_colour_colorhex_c
easystats,see,scale_colour_colorhex_d
easystats,see,scale_colour_flat
easystats,see,scale_colour_flat_c
easystats,see,scale_colour_flat_d
easystats,see,scale_colour_material
easystats,see,scale_colour_material_c
easystats,see,scale_colour_material_d
easystats,see,scale_colour_metro
easystats,see,scale_colour_metro_c
easystats,see,scale_colour_metro_d
easystats,see,scale_colour_oi
easystats,see,scale_colour_okabeito
easystats,see,scale_colour_pizza
easystats,see,scale_colour_pizza_c
easystats,see,scale_colour_pizza_d
easystats,see,scale_colour_see
easystats,see,scale_colour_see_c
easystats,see,scale_colour_see_d
easystats,see,scale_colour_social
easystats,see,scale_colour_social_c
easystats,see,scale_colour_social_d
easystats,see,scale_fill_bluebrown
easystats,see,scale_fill_bluebrown_c
easystats,see,scale_fill_bluebrown_d
easystats,see,scale_fill_colorhex
easystats,see,scale_fill_colorhex_c
easystats,see,scale_fill_colorhex_d
easystats,see,scale_fill_flat
easystats,see,scale_fill_flat_c
easystats,see,scale_fill_flat_d
easystats,see,scale_fill_material
easystats,see,scale_fill_material_c
easystats,see,scale_fill_material_d
easystats,see,scale_fill_metro
easystats,see,scale_fill_metro_c
easystats,see,scale_fill_metro_d
easystats,see,scale_fill_oi
easystats,see,scale_fill_okabeito
easystats,see,scale_fill_pizza
easystats,see,scale_fill_pizza_c
easystats,see,scale_fill_pizza_d
easystats,see,scale_fill_see
easystats,see,scale_fill_see_c
easystats,see,scale_fill_see_d
easystats,see,scale_fill_social
easystats,see,scale_fill_social_c
easystats,see,scale_fill_social_d
easystats,see,see_colors
easystats,see,social_colors
easystats,see,theme_abyss
easystats,see,theme_blackboard
easystats,see,theme_lucid
easystats,see,theme_modern
easystats,see,theme_radar
easystats,see,theme_radar_dark
AllanCameron,geomtextpath,GeomLabelabline
AllanCameron,geomtextpath,GeomLabelcontour
AllanCameron,geomtextpath,GeomLabelcurve
AllanCameron,geomtextpath,GeomLabeldensity
AllanCameron,geomtextpath,GeomLabeldensity2d
AllanCameron,geomtextpath,GeomLabelhline
AllanCameron,geomtextpath,GeomLabelline
AllanCameron,geomtextpath,GeomLabelpath
AllanCameron,geomtextpath,GeomLabelsegment
AllanCameron,geomtextpath,GeomLabelsf
AllanCameron,geomtextpath,GeomLabelvline
AllanCameron,geomtextpath,GeomTextabline
AllanCameron,geomtextpath,GeomTextcontour
AllanCameron,geomtextpath,GeomTextcurve
AllanCameron,geomtextpath,GeomTextdensity
AllanCameron,geomtextpath,GeomTextdensity2d
AllanCameron,geomtextpath,GeomTexthline
AllanCameron,geomtextpath,GeomTextline
AllanCameron,geomtextpath,GeomTextpath
AllanCameron,geomtextpath,GeomTextsegment
AllanCameron,geomtextpath,GeomTextsf
AllanCameron,geomtextpath,GeomTextvline
AllanCameron,geomtextpath,GuideAxisTextpath
AllanCameron,geomtextpath,StatTextcontour
AllanCameron,geomtextpath,coord_curvedpolar
AllanCameron,geomtextpath,geom_labelabline
AllanCameron,geomtextpath,geom_labelcontour
AllanCameron,geomtextpath,geom_labelcurve
AllanCameron,geomtextpath,geom_labeldensity
AllanCameron,geomtextpath,geom_labeldensity2d
AllanCameron,geomtextpath,geom_labelhline
AllanCameron,geomtextpath,geom_labelline
AllanCameron,geomtextpath,geom_labelpath
AllanCameron,geomtextpath,geom_labelsegment
AllanCameron,geomtextpath,geom_labelsf
AllanCameron,geomtextpath,geom_labelsmooth
AllanCameron,geomtextpath,geom_labelvline
AllanCameron,geomtextpath,geom_textabline
AllanCameron,geomtextpath,geom_textcontour
AllanCameron,geomtextpath,geom_textcurve
AllanCameron,geomtextpath,geom_textdensity
AllanCameron,geomtextpath,geom_textdensity2d
AllanCameron,geomtextpath,geom_texthline
AllanCameron,geomtextpath,geom_textline
AllanCameron,geomtextpath,geom_textpath
AllanCameron,geomtextpath,geom_textsegment
AllanCameron,geomtextpath,geom_textsf
AllanCameron,geomtextpath,geom_textsmooth
AllanCameron,geomtextpath,geom_textvline
AllanCameron,geomtextpath,guide_axis_textpath
AllanCameron,geomtextpath,scale_hjust_discrete
AllanCameron,geomtextpath,scale_hjust_identity
AllanCameron,geomtextpath,scale_hjust_manual
AllanCameron,geomtextpath,scale_vjust_discrete
AllanCameron,geomtextpath,scale_vjust_identity
AllanCameron,geomtextpath,scale_vjust_manual
AllanCameron,geomtextpath,stat_textcontour
AllanCameron,geomtextpath,textpathGrob
jamesotto852,ggdensity,GeomHdr
jamesotto852,ggdensity,GeomHdrFun
jamesotto852,ggdensity,GeomHdrLines
jamesotto852,ggdensity,GeomHdrLinesFun
jamesotto852,ggdensity,GeomHdrRug
jamesotto852,ggdensity,GeomHdrRugFun
jamesotto852,ggdensity,StatHdr
jamesotto852,ggdensity,StatHdrFun
jamesotto852,ggdensity,StatHdrLines
jamesotto852,ggdensity,StatHdrLinesFun
jamesotto852,ggdensity,StatHdrPoints
jamesotto852,ggdensity,StatHdrPointsFun
jamesotto852,ggdensity,StatHdrRug
jamesotto852,ggdensity,StatHdrRugFun
jamesotto852,ggdensity,geom_hdr
jamesotto852,ggdensity,geom_hdr_fun
jamesotto852,ggdensity,geom_hdr_lines
jamesotto852,ggdensity,geom_hdr_lines_fun
jamesotto852,ggdensity,geom_hdr_points
jamesotto852,ggdensity,geom_hdr_points_fun
jamesotto852,ggdensity,geom_hdr_rug
jamesotto852,ggdensity,geom_hdr_rug_fun
jamesotto852,ggdensity,get_hdr
jamesotto852,ggdensity,get_hdr_1d
jamesotto852,ggdensity,method_freqpoly
jamesotto852,ggdensity,method_freqpoly_1d
jamesotto852,ggdensity,method_histogram
jamesotto852,ggdensity,method_histogram_1d
jamesotto852,ggdensity,method_kde
jamesotto852,ggdensity,method_kde_1d
jamesotto852,ggdensity,method_mvnorm
jamesotto852,ggdensity,method_norm_1d
jamesotto852,ggdensity,stat_hdr
jamesotto852,ggdensity,stat_hdr_fun
jamesotto852,ggdensity,stat_hdr_lines
jamesotto852,ggdensity,stat_hdr_lines_fun
jamesotto852,ggdensity,stat_hdr_points
jamesotto852,ggdensity,stat_hdr_points_fun
jamesotto852,ggdensity,stat_hdr_rug
jamesotto852,ggdensity,stat_hdr_rug_fun
trevorld,oblicubes,cheap_darken
trevorld,oblicubes,darken_face
trevorld,oblicubes,geom_oblicubes
trevorld,oblicubes,geom_oblicuboids
trevorld,oblicubes,grid.oblicubes
trevorld,oblicubes,grid.oblicuboids
trevorld,oblicubes,oblicubesGrob
trevorld,oblicubes,oblicuboidsGrob
trevorld,oblicubes,xyz_heightmap
nflverse,nflplotR,.nflplotR_clear_cache
nflverse,nflplotR,GeomNFLheads
nflverse,nflplotR,GeomNFLlogo
nflverse,nflplotR,GeomNFLwordmark
nflverse,nflplotR,element_nfl_headshot
nflverse,nflplotR,element_nfl_logo
nflverse,nflplotR,element_nfl_wordmark
nflverse,nflplotR,element_path
nflverse,nflplotR,geom_from_path
nflverse,nflplotR,geom_mean_lines
nflverse,nflplotR,geom_median_lines
nflverse,nflplotR,geom_nfl_headshots
nflverse,nflplotR,geom_nfl_logos
nflverse,nflplotR,geom_nfl_wordmarks
nflverse,nflplotR,ggpreview
nflverse,nflplotR,gt_nfl_cols_label
nflverse,nflplotR,gt_nfl_headshots
nflverse,nflplotR,gt_nfl_logos
nflverse,nflplotR,gt_nfl_wordmarks
nflverse,nflplotR,gt_render_image
nflverse,nflplotR,nfl_team_factor
nflverse,nflplotR,nfl_team_tiers
nflverse,nflplotR,nflverse_sitrep
nflverse,nflplotR,scale_color_nfl
nflverse,nflplotR,scale_colour_nfl
nflverse,nflplotR,scale_fill_nfl
nflverse,nflplotR,valid_team_names
nsgrantham,ggbraid,GeomBraid
nsgrantham,ggbraid,StatBraid
nsgrantham,ggbraid,geom_braid
nsgrantham,ggbraid,stat_braid
davidhodge931,ggblanket,"""%>%"""
davidhodge931,ggblanket,aes_colour_contrast
davidhodge931,ggblanket,aes_colour_darken
davidhodge931,ggblanket,aes_colour_lighten
davidhodge931,ggblanket,aes_fill_darken
davidhodge931,ggblanket,aes_fill_lighten
davidhodge931,ggblanket,blue
davidhodge931,ggblanket,dark_mode_b
davidhodge931,ggblanket,dark_mode_r
davidhodge931,ggblanket,dark_mode_t
davidhodge931,ggblanket,darkness
davidhodge931,ggblanket,gg_area
davidhodge931,ggblanket,gg_bar
davidhodge931,ggblanket,gg_bin_2d
davidhodge931,ggblanket,gg_blanket
davidhodge931,ggblanket,gg_boxplot
davidhodge931,ggblanket,gg_col
davidhodge931,ggblanket,gg_contour
davidhodge931,ggblanket,gg_contour_filled
davidhodge931,ggblanket,gg_crossbar
davidhodge931,ggblanket,gg_density
davidhodge931,ggblanket,gg_density_2d
davidhodge931,ggblanket,gg_density_2d_filled
davidhodge931,ggblanket,gg_errorbar
davidhodge931,ggblanket,gg_freqpoly
davidhodge931,ggblanket,gg_function
davidhodge931,ggblanket,gg_hex
davidhodge931,ggblanket,gg_histogram
davidhodge931,ggblanket,gg_jitter
davidhodge931,ggblanket,gg_label
davidhodge931,ggblanket,gg_line
davidhodge931,ggblanket,gg_linerange
davidhodge931,ggblanket,gg_path
davidhodge931,ggblanket,gg_point
davidhodge931,ggblanket,gg_pointrange
davidhodge931,ggblanket,gg_polygon
davidhodge931,ggblanket,gg_qq
davidhodge931,ggblanket,gg_quantile
davidhodge931,ggblanket,gg_raster
davidhodge931,ggblanket,gg_rect
davidhodge931,ggblanket,gg_ribbon
davidhodge931,ggblanket,gg_rug
davidhodge931,ggblanket,gg_segment
davidhodge931,ggblanket,gg_sf
davidhodge931,ggblanket,gg_smooth
davidhodge931,ggblanket,gg_step
davidhodge931,ggblanket,gg_text
davidhodge931,ggblanket,gg_tile
davidhodge931,ggblanket,gg_violin
davidhodge931,ggblanket,grey
davidhodge931,ggblanket,jumble
davidhodge931,ggblanket,label_every_nth
davidhodge931,ggblanket,light_mode_b
davidhodge931,ggblanket,light_mode_r
davidhodge931,ggblanket,light_mode_t
davidhodge931,ggblanket,lightness
davidhodge931,ggblanket,linewidthness
davidhodge931,ggblanket,mode_orientation_to_x
davidhodge931,ggblanket,mode_orientation_to_y
davidhodge931,ggblanket,navy
davidhodge931,ggblanket,orange
davidhodge931,ggblanket,pink
davidhodge931,ggblanket,purple
davidhodge931,ggblanket,red
davidhodge931,ggblanket,set_blanket
davidhodge931,ggblanket,teal
davidhodge931,ggblanket,weave_col_palettes
davidhodge931,ggblanket,weave_geom_defaults
davidhodge931,ggblanket,weave_mode
davidhodge931,ggblanket,weave_theme
showteeth,ggpie,ggdonut
showteeth,ggpie,ggnestedpie
showteeth,ggpie,ggpie
showteeth,ggpie,ggpie3D
showteeth,ggpie,ggrosepie
mdhall272,ggarchery,GeomArrowsegment
mdhall272,ggarchery,PositionAttractsegment
mdhall272,ggarchery,attract_by_distance
mdhall272,ggarchery,attract_proportionally
mdhall272,ggarchery,draw_key_arrowpath
mdhall272,ggarchery,geom_arrowsegment
mdhall272,ggarchery,position_attractsegment
mdhall272,ggarchery,split_arrows
dieghernan,tidyterra,"""%>%"""
dieghernan,tidyterra,aes
dieghernan,tidyterra,after_stat
dieghernan,tidyterra,anti_join
dieghernan,tidyterra,arrange
dieghernan,tidyterra,as_coordinates
dieghernan,tidyterra,as_sf
dieghernan,tidyterra,as_spatraster
dieghernan,tidyterra,as_spatvector
dieghernan,tidyterra,as_tibble
dieghernan,tidyterra,autoplot
dieghernan,tidyterra,bind_spat_cols
dieghernan,tidyterra,bind_spat_rows
dieghernan,tidyterra,compare_spatrasters
dieghernan,tidyterra,count
dieghernan,tidyterra,cross_blended.colors
dieghernan,tidyterra,cross_blended.colors2
dieghernan,tidyterra,distinct
dieghernan,tidyterra,drop_na
dieghernan,tidyterra,fill
dieghernan,tidyterra,filter
dieghernan,tidyterra,fortify
dieghernan,tidyterra,full_join
dieghernan,tidyterra,geom_spatraster
dieghernan,tidyterra,geom_spatraster_contour
dieghernan,tidyterra,geom_spatraster_contour_filled
dieghernan,tidyterra,geom_spatraster_contour_text
dieghernan,tidyterra,geom_spatraster_rgb
dieghernan,tidyterra,geom_spatvector
dieghernan,tidyterra,geom_spatvector_label
dieghernan,tidyterra,geom_spatvector_text
dieghernan,tidyterra,get_coltab_pal
dieghernan,tidyterra,glimpse
dieghernan,tidyterra,grass.colors
dieghernan,tidyterra,group_by
dieghernan,tidyterra,group_by_drop_default
dieghernan,tidyterra,group_data
dieghernan,tidyterra,group_indices
dieghernan,tidyterra,group_keys
dieghernan,tidyterra,group_rows
dieghernan,tidyterra,group_size
dieghernan,tidyterra,group_vars
dieghernan,tidyterra,groups
dieghernan,tidyterra,hypso.colors
dieghernan,tidyterra,hypso.colors2
dieghernan,tidyterra,inner_join
dieghernan,tidyterra,is_grouped_spatvector
dieghernan,tidyterra,is_regular_grid
dieghernan,tidyterra,left_join
dieghernan,tidyterra,mutate
dieghernan,tidyterra,n_groups
dieghernan,tidyterra,pivot_longer
dieghernan,tidyterra,pivot_wider
dieghernan,tidyterra,princess.colors
dieghernan,tidyterra,pull
dieghernan,tidyterra,pull_crs
dieghernan,tidyterra,relocate
dieghernan,tidyterra,rename
dieghernan,tidyterra,rename_with
dieghernan,tidyterra,replace_na
dieghernan,tidyterra,right_join
dieghernan,tidyterra,rowwise
dieghernan,tidyterra,scale_color_coltab
dieghernan,tidyterra,scale_color_cross_blended_b
dieghernan,tidyterra,scale_color_cross_blended_c
dieghernan,tidyterra,scale_color_cross_blended_d
dieghernan,tidyterra,scale_color_cross_blended_tint_b
dieghernan,tidyterra,scale_color_cross_blended_tint_c
dieghernan,tidyterra,scale_color_cross_blended_tint_d
dieghernan,tidyterra,scale_color_grass_b
dieghernan,tidyterra,scale_color_grass_c
dieghernan,tidyterra,scale_color_grass_d
dieghernan,tidyterra,scale_color_hypso_b
dieghernan,tidyterra,scale_color_hypso_c
dieghernan,tidyterra,scale_color_hypso_d
dieghernan,tidyterra,scale_color_hypso_tint_b
dieghernan,tidyterra,scale_color_hypso_tint_c
dieghernan,tidyterra,scale_color_hypso_tint_d
dieghernan,tidyterra,scale_color_princess_b
dieghernan,tidyterra,scale_color_princess_c
dieghernan,tidyterra,scale_color_princess_d
dieghernan,tidyterra,scale_color_terrain_b
dieghernan,tidyterra,scale_color_terrain_c
dieghernan,tidyterra,scale_color_terrain_d
dieghernan,tidyterra,scale_color_whitebox_b
dieghernan,tidyterra,scale_color_whitebox_c
dieghernan,tidyterra,scale_color_whitebox_d
dieghernan,tidyterra,scale_color_wiki_b
dieghernan,tidyterra,scale_color_wiki_c
dieghernan,tidyterra,scale_color_wiki_d
dieghernan,tidyterra,scale_colour_coltab
dieghernan,tidyterra,scale_colour_cross_blended_b
dieghernan,tidyterra,scale_colour_cross_blended_c
dieghernan,tidyterra,scale_colour_cross_blended_d
dieghernan,tidyterra,scale_colour_cross_blended_tint_b
dieghernan,tidyterra,scale_colour_cross_blended_tint_c
dieghernan,tidyterra,scale_colour_cross_blended_tint_d
dieghernan,tidyterra,scale_colour_grass_b
dieghernan,tidyterra,scale_colour_grass_c
dieghernan,tidyterra,scale_colour_grass_d
dieghernan,tidyterra,scale_colour_hypso_b
dieghernan,tidyterra,scale_colour_hypso_c
dieghernan,tidyterra,scale_colour_hypso_d
dieghernan,tidyterra,scale_colour_hypso_tint_b
dieghernan,tidyterra,scale_colour_hypso_tint_c
dieghernan,tidyterra,scale_colour_hypso_tint_d
dieghernan,tidyterra,scale_colour_princess_b
dieghernan,tidyterra,scale_colour_princess_c
dieghernan,tidyterra,scale_colour_princess_d
dieghernan,tidyterra,scale_colour_terrain_b
dieghernan,tidyterra,scale_colour_terrain_c
dieghernan,tidyterra,scale_colour_terrain_d
dieghernan,tidyterra,scale_colour_whitebox_b
dieghernan,tidyterra,scale_colour_whitebox_c
dieghernan,tidyterra,scale_colour_whitebox_d
dieghernan,tidyterra,scale_colour_wiki_b
dieghernan,tidyterra,scale_colour_wiki_c
dieghernan,tidyterra,scale_colour_wiki_d
dieghernan,tidyterra,scale_fill_coltab
dieghernan,tidyterra,scale_fill_cross_blended_b
dieghernan,tidyterra,scale_fill_cross_blended_c
dieghernan,tidyterra,scale_fill_cross_blended_d
dieghernan,tidyterra,scale_fill_cross_blended_tint_b
dieghernan,tidyterra,scale_fill_cross_blended_tint_c
dieghernan,tidyterra,scale_fill_cross_blended_tint_d
dieghernan,tidyterra,scale_fill_grass_b
dieghernan,tidyterra,scale_fill_grass_c
dieghernan,tidyterra,scale_fill_grass_d
dieghernan,tidyterra,scale_fill_hypso_b
dieghernan,tidyterra,scale_fill_hypso_c
dieghernan,tidyterra,scale_fill_hypso_d
dieghernan,tidyterra,scale_fill_hypso_tint_b
dieghernan,tidyterra,scale_fill_hypso_tint_c
dieghernan,tidyterra,scale_fill_hypso_tint_d
dieghernan,tidyterra,scale_fill_princess_b
dieghernan,tidyterra,scale_fill_princess_c
dieghernan,tidyterra,scale_fill_princess_d
dieghernan,tidyterra,scale_fill_terrain_b
dieghernan,tidyterra,scale_fill_terrain_c
dieghernan,tidyterra,scale_fill_terrain_d
dieghernan,tidyterra,scale_fill_whitebox_b
dieghernan,tidyterra,scale_fill_whitebox_c
dieghernan,tidyterra,scale_fill_whitebox_d
dieghernan,tidyterra,scale_fill_wiki_b
dieghernan,tidyterra,scale_fill_wiki_c
dieghernan,tidyterra,scale_fill_wiki_d
dieghernan,tidyterra,select
dieghernan,tidyterra,semi_join
dieghernan,tidyterra,slice
dieghernan,tidyterra,slice_colrows
dieghernan,tidyterra,slice_cols
dieghernan,tidyterra,slice_head
dieghernan,tidyterra,slice_max
dieghernan,tidyterra,slice_min
dieghernan,tidyterra,slice_rows
dieghernan,tidyterra,slice_sample
dieghernan,tidyterra,slice_tail
dieghernan,tidyterra,stat_spat_coordinates
dieghernan,tidyterra,stat_spatraster
dieghernan,tidyterra,stat_spatvector
dieghernan,tidyterra,summarise
dieghernan,tidyterra,summarize
dieghernan,tidyterra,tally
dieghernan,tidyterra,transmute
dieghernan,tidyterra,ungroup
dieghernan,tidyterra,whitebox.colors
dieghernan,tidyterra,wiki.colors
